Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

 -145 -130 -112 -94 -68 -87 -18  47  99 123    Pix  0  0
 -149 -135 -115 -93 -68 -90 -19  50  97 121    Pix  0  1
 -152 -136 -116 -95 -70 -90 -19  48  96 117    Pix  0  2
 -147 -130 -111 -88 -63 -86 -10  57 103 123    Pix  0  3
 -144 -129 -108 -86 -61 -82  -7  62 103 120    Pix  0  4
 -154 -138 -116 -96 -69 -92 -19  51  97 117    Pix  0  5
 -145 -129 -107 -86 -58 -81  -8  63 105 124    Pix  0  6
 -152 -137 -117 -96 -72 -93 -18  48  98 119    Pix  0  7
 -156 -140 -119 -96 -70 -92 -20  50  95 120    Pix  0  8
 -148 -132 -111 -88 -62 -85 -10  59 103 121    Pix  0  9
 -151 -137 -115 -94 -68 -90 -15  52  97 117    Pix  0 10
 -155 -141 -119 -98 -74 -95 -22  45  94 114    Pix  0 11
 -148 -132 -111 -88 -64 -88 -13  55 101 122    Pix  0 12
 -153 -139 -116 -95 -69 -92 -17  52  98 118    Pix  0 13
 -150 -132 -112 -87 -60 -83  -8  60  99 118    Pix  0 14
 -145 -132 -110 -89 -62 -84  -9  58 101 120    Pix  0 15
 -154 -142 -121 -101 -76 -99 -28  41  90 116    Pix  0 16
 -156 -138 -118 -97 -72 -96 -21  46  93 115    Pix  0 17
 -151 -135 -115 -93 -70 -91 -20  49  97 120    Pix  0 18
 -150 -135 -116 -94 -70 -92 -20  48  95 118    Pix  0 19
   0 -144 -125 -103 -77 -101 -29  40  90 115    Pix  0 20
 -153 -138 -117 -96 -69 -92 -19  48  97 122    Pix  0 21
 -157 -142 -121 -99 -73 -97 -24  44  92 117    Pix  0 22
 -152 -137 -116 -93 -67 -90 -17  52  96 115    Pix  0 23
 -149 -136 -116 -95 -67 -91 -18  51  97 120    Pix  0 24
 -154 -139 -116 -92 -67 -91 -16  52  98 116    Pix  0 25
 -153 -138 -118 -93 -69 -93 -18  50  94 116    Pix  0 26
 -153 -139 -120 -97 -73 -95 -23  45  94 120    Pix  0 27
 -153 -137 -116 -95 -71 -93 -21  45  93 116    Pix  0 28
